Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Home Stay Units,RESORT BEEM,"NO:36,GEMUNU MAWATHA,HANTHANA PLACE,KANDY",3,B,Kandy,Kandy,Kandy Divisional Secretariat,80.6332638,7.283758
Home Stay Units,MOUNT HAVEN,"NO.97/7, SRI DAMMASIDDI MAWATHA, ASGIRIYA, KANDY, SRI LANKA",4,A,Kandy,Kandy,GANGAWATA KORALAYA,80.631058,7.304799
Home Stay Units,KANDY ROYAL RESORT,"NO.229/16, ROYAL WAY, THALWATTA, THANNAKUBURA ROAD, KANDY",5,C,Kandy,Gagawata Koralya,Gagawata,80.6551408,7.2838115
Home Stay Units,SEVEN SCENIC,"NO.7, KUMUDU MAWATHA, PRIMROSE GARDENS, KANDY",2,B,Kandy,Kandy,GANGAWATA KORALAYA,80.6105692,7.280184
Home Stay Units,LAL HOME STAY (SIGIRIYA),"NO 209, AHELAGALA, SIGIRIYA",4,C,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.7420766,7.949786
Home Stay Units,WELCOME HOUSE,"NO 65 D/01,PANAMA.",1,C,Ampara,Ampara,Lahugala Divisional Secretariat,81.808772,6.758059
Home Stay Units,YASINDU HOMES,"PANAMA SOUTH, PANAMA",1,C,Ampara,Ampara,Lahugala Divisional Secretariat,81.80218,6.759676
Home Stay Units,RIVER SIDE,"133/5, HEWAGAMA, KADUWELA",4,B,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.9686038,6.9024153
Home Stay Units,MOCKINGBIRD RESIDENCE,"1/7, UNIQUE VIEW ROAD, NUWARAELIYA",3,C,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.766106,6.963297
Home Stay Units,JUNGLE BREEZE,"13B2/17B2, UPPER TANK ROAD, HANTHANA H.S, KANDY",3,B,Kandy,Kandy,Kandy Divisional Secretariat,80.638769,7.274439
Home Stay Units,DEWLEE HOMESTAY,"""VIJAYA"" .HELLA HALPE, BANDARAWELA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044611,6.888443
Home Stay Units,"34/1/1, SUMANARAMA","34/1/1, SUMANARAMA ROAD, MOUNT LAVINIA",5,C,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.869376,6.840153
Home Stay Units,LAKEVILLA' RAJAGIRIYA,"LAKEVILLA'- RAJAGIYA,289/2, GEMUNU MAWATHA, KOTUWEGODA, RAJAGIRIYA",1,A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.920363,6.908145
Home Stay Units,DREAM VILLA,"7/3, BRAHMANA WATTA ROAD, BALAPITIYA.",3,A,Galle,balapitiya,Balapitiya Divisional Secretariat,80.04004,6.28557
Home Stay Units,ANGEL VILLA,"17/10,MARAKKALAWATTE, 12070, BERUWALA",2,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.992,6.473838
Home Stay Units,VEGA HOLIDAY REST,"21/14/P3, ISURUPURA, ANURADHAPURA",2,C,Anuradhapura,Anuradhapura,Anuradhapura East,80.426447,8.315667
Home Stay Units,SERENE HOME STAY,"NO 917, MUDUNMANKADA ROAD, UDAWALAWE",2,A,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.824239,6.416555
Home Stay Units,YENRICH TOURIST INN,"86/G/1, TIVERTON ESTATE, PERADENIYA",5,C,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,80.580898,7.268693
Home Stay Units,RANAWARA HOME STAY,"NO 11, PARADISE PARK, THAPODARAMA MAWATHA, HANTHANA , KANDY",3,A,Kandy,Gagawata Koralya,Gagawata,80.628192,7.278034
Home Stay Units,COLOMBO AIRPORT HOMESTAY,"NO 17, ZONE 1, MILLENNIUM CITY, KOTUGODA, JA-ELA",5,A,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.9106305,7.1206712
Home Stay Units,DIYAWARA HOME STAY,"NO-77/03,JAFFNA JUCTION,JAFFNA ROAD,ANURADHAPURA.",2,C,Anuradhapura,Anuradhapura,Anuradhapura East,80.417293,8.359991
Home Stay Units,RIVER VALLEY RESIDENCE,"4/A/2,GANGA ADDARA ROAD,LEWELLAGAMA,GUNNEPANA,20270",3,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.657749,7.298416
Home Stay Units,SOUTHERN COMFORTS,"62 A/2, LIGHT HOUSE STREET, FORT, GALLE",4,A,Galle,Galle,Galle Divisional Secretariat,80.218535,6.025603
Home Stay Units,GALLE FACE COVE,"97, GALLE ROAD, COLOMBO 03",3,B,Colombo,Colombo,Colombo Divisional Secretariat,79.847956,6.920627
Home Stay Units,VILLA34,"NO34,SHADY GROVE AVENUE,COLOMBO 08",4,B,Colombo,Colombo,Colombo Divisional Secretariat,79.881507,6.911338
Home Stay Units,SERENE RESIDENCE,"NO. 60, SRI DHARMARAMA ROAD, KATUKURUNDA, KALUTARA SOUTH",3,C,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.98293,6.565803
Home Stay Units,ELEGANT HAMLETS HOME STAY,"NO.48, KACHCHAKADUWA,WEERAKODIYANA",1,B,Kurunegala,Udubaddawa Pradeshiya Sabha,Udubaddawa Divisional Secretariat,79.890546,7.501223
Home Stay Units,SANASUMA VILLA,"SANASUMA, BODHIYA ROAD, SOORIYAGODA, BENTOTA.",1,C,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.997446,6.417567
Home Stay Units,ELLA HIDE VIEW,"ETHIMALE,KITHAL-ELLA,ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0417434,6.869702
Home Stay Units,MONARCH ELLA,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045554,6.871848
Home Stay Units,ROYAL VANTAGE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045511,6.873144
Home Stay Units,COZY HOME STAY,"WATERFALL ROAD,WATAGODA WATTA,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043735,6.868075
Home Stay Units,LAURA,"SIRISEWANA,KITHAL-ELLA,ELLA",5,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045358,6.871415
Home Stay Units,NAMAL'S GREAT VIEW HOME STAY,"KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042817,6.870018
Home Stay Units,DIMUTHU HOME STAY,"TEMPLE ROAD,ETHIMALE,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0426123,6.869209
Home Stay Units,PARAISO HOME STAY,"TEMPLE ROAD,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,80.730977,7.863201
Home Stay Units,BLOOMING ROSE,"ETHIMALE,KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042174,6.869789
Home Stay Units,ROMANCE IN ELLA,"MEDAPATHANA,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042083,6.86868
Home Stay Units,WATERFALL VIEW,"NO,226,WATAGODAWATTA,KITHAL-ELLA,ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043556,6.868938
Home Stay Units,NICEVIEW HOMESTAY,"KUDUGAL PATHANA,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.036464,6.866145
Home Stay Units,GOLDEN VIEW GUEST,"MEDAPATHANA,KITHAL-ELLA,ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.035746,6.869177
Home Stay Units,WILL GUEST HOMESTAY,"""SANIRU""KIRIWETIYA,KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.038657,6.867416
Home Stay Units,OWIN HILL HOMESTAY,"""SUCHITHRA"",KUDUGAL PATHANA,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.038417,6.867171
Home Stay Units,DABAN HOMESTAY,"""SEWWANDI"",KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.03779,6.866365
Home Stay Units,LUCKY STAR,"""LUCKY STAR"" KITHAL-ELLA,ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.040488,6.870025
Home Stay Units,THE LOVER STAY,"AMBAGAHAWATTA,MEDAPATHANA,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.041244,6.870241
Home Stay Units,BLUE RIBBON HOMESTAY,"WATERFALL ROAD,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0444555,6.8702405
Home Stay Units,ELLA RIVER FRONT,"""SISILA"" WELLAWAYA ROAD,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0453657,6.8694274
Home Stay Units,SILENT NEST,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043371,6.867291
Home Stay Units,BRILLIANT VIEW,"WATERFALL HOMESTAY ROAD,KITHAL-ELLA,ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045041,6.870346
Home Stay Units,ELLA MOUNT VIEW GUEST INN,"WATAGODA WATTA ROAD,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045952,6.870878
Home Stay Units,MAPLE HOMESTAY,"""DARHANA"" KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,80.626737,7.288128
Home Stay Units,RIVER SPLENDOR HOMESTAY,"16 MILE POST,WELLAWAYA ROAD,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04668,6.868413
Home Stay Units,LEISURE DREAM INN,"WELLAWAYA ROAD,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046772,6.870086
Home Stay Units,RAWANA FALL VIEW,"""SISILA"" WELLAWAYA ROAD,ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046314,6.870231
Home Stay Units,WELCOME INN,"""HEMAMALEE"" KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045965,6.869021
Home Stay Units,SERENITY HOMESTAY,"WATERFALL ROAD,WATAGODAWATTA,KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044441,6.86814
Home Stay Units,IDYLL HOMESTAY,"WATAGODAWATTA, KITHALAELLA, ELLA",4,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0436273,6.8691837
Home Stay Units,AMBA VILLA,"26/A, NITHULEMADU, RAJAWELLA, DIGANA, KANDY",2,B,Kandy,Kandy,Kandy Divisional Secretariat,80.7823734,7.255355
Home Stay Units,MANGO VILLA,"NO-13/129, 3RD LANE, CHANDRA WETTASINGHE MAWATHA, NAWALA, KOSWATTA.",3,B,Colombo,Colombo,Colombo Divisional Secretariat,79.897213,6.896087
Home Stay Units,NATURE PARADISE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.083528,6.861187
Home Stay Units,PADDY FIELD VIEW,"""SAMAN"",WELLAWAYA ROAD,ELLA",5,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.095229,6.867295
Home Stay Units,THE ONE STAR HOME STAY,"ETHIMALE GEDARA,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042423,6.870513
Home Stay Units,7TH HILL,"KIRIMETIYA GEDARA,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04003,6.868833
Home Stay Units,VILLAGE VIEW HOME STAY,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04545,6.871314
Home Stay Units,SUNRAY HOME STAY,"""SAMAN"" WELLAWAYA ROAD,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046012,6.870202
Home Stay Units,AVINKA VILLA,"WALPOLAWATHTHA, TALPE NORTH, UNAWATUNA",3,C,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.278126,6.000995
Home Stay Units,MORNING LIGHT,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044952,6.869198
Home Stay Units,REVERIE HILL BUNGALOW,"40/8D, HILPANKADURA MAWATHA, KANDY",2,A,Kandy,Kandy,Gagawata,80.654138,7.277513
Home Stay Units,EAGLE LODGE,"EAGLE LODGE, VICTORIA GOLF RESORT, DIGANA",4,B,Kandy,Kandy,Kandy Divisional Secretariat,80.7742644,7.2650791
Home Stay Units,TRAVELLERS HOME,"538 (67/11), GOHAGODA ROAD, KATUGASTOTA",2,C,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.623502,7.315674
Home Stay Units,THE CITY HIDEOUT,"NO 475/19, LAKE CRESCENT, RAJAGIRIYA",5,C,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,79.888422,6.909424
Home Stay Units,HARITHA COTTAGE,"60/Q/3 LUMBINI GARDENS LUMBINI MAWATHA,DALUGAMA,KELANIYA",2,A,Gampaha,Kelaniya Pradeshiya Sabha,Mahara Divisional Secretariat,79.919137,6.975736
Home Stay Units,LOVE IS SWEET COTTAGE,"""SAMANSIRI"" ETHIMALE,KITHAL-ELLA,ELLA",1,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269
Home Stay Units,DAWN VIEW HOMESTAY,"ELLA WATERFALL ROAD,ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.052249,6.881556
Home Stay Units,MY INN GUEST HOUSE,"NO:60, KUDUGALPATHANA, KITHALELLA, ELLA",2,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269
Home Stay Units,CINNAMON APARTMENT,"NO 12/B/2/1,WATTALPOLA ROAD, WALANA, PANADURA",2,C,Kalutara,Panadura,Panadura Divisional Secretariat,79.9067978,6.7287176
Home Stay Units,SKYLINE MOUNT BUNGALOW,"236/29,SUMMER FIELD SUMMIT, ANGUNAWELA, PERADENIYA",4,B,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.591459,7.243702
Home Stay Units,HEAVEN UPON RICE FIELDS,"3/3 A NUWARAVEWA WATHTHA, MIHINTHALA ROAD, JAFFNA JUNCTION, ANURADAPURA.",3,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.5,8.35
Home Stay Units,NATURE VIEW RESORT,"NO:83/B PAHALA MADAMPALA,KATULANDA,AKARAGAMA",3,C,Gampaha,Negombo,Divulapitiya Divisional Secretariat,79.957041,7.27348
Home Stay Units,THE CASTLE OF KANDY,"NO:147/22, DHARMASHOKA MW, LEWELLA, KANDY",4,B,Kandy,Kandy,Kandy Divisional Secretariat,80.647176,7.301356
Home Stay Units,CAMBELS LANE FOREST VIEW,"20/17A, 1ST LANE, SIYAMBALAGASTENNA ROAD, KANDY",2,C,Kandy,Kandy,Kandy Divisional Secretariat,80.630684,7.322684
Home Stay Units,SUGAR VILLA,"NO/18F,PETER MEDIS ROAD,NEGAMBO",5,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842796,7.227029
Home Stay Units,JAYAVIMANA,"NO.147/20, DHARMASHOKA MAWATHA, LEWELLA, KANDY",1,C,Kandy,Kandy,GANGAWATA KORALAYA,80.649138,7.299508
Home Stay Units,THIAGI INN,"20/B, ATAPATTU ROAD, DEHIWALA",1,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118
Home Stay Units,DILU'S HOMESTAY,"14/21, 1ST CROSS,THIRUCHENDUR, BATTICALOA",2,C,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997
Home Stay Units,GLORIA GUEST ROOMS,"78 MAIN ROAD,KALPITIYA.",3,C,Puttalam,Kalpitiya Pradeshiya Sabha,Puttalam Divisional Secretariat,79.759614,8.229528
Home Stay Units,SANUPA VILLA KANDY,"NO. 09 MAHAWELI BREEZE,,MALIGATHENNA GURUDENIYA,,KANDY.",2,A,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.703184,7.265038
Home Stay Units,THAL SEWANA,"37/B, PIDURANGALA TEMPLE ROAD,SIGIRIYA,",4,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.76218,7.965655
Home Stay Units,GRANARY HOME STAY,"NO 80,,PAMUNUWA,,PILIMATALAWA.",4,A,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.572178,7.240107
Home Stay Units,JUNGLE VILLAGE HOMESTAY,"A-92,,GALPOLA,,MOLAGODA,",1,C,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.389404,7.277056
Home Stay Units,GREAT HOSPITALITY IN HILL COUNTRY,"NO 8/4 A ,,MADDEPATANA,AMPIYIYA",3,C,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.66321,7.268636
Home Stay Units,PARISARE,"97/3,ROSMEAD PLACE,COLOMBO 7",1,C,Colombo,Colombo,Colombo Divisional Secretariat,79.866084,6.906528
Home Stay Units,KEVINS VILLA,"36/12,SANGARAJA MAWATHA,KANDY",4,C,Kandy,Kandy,Kandy Divisional Secretariat,80.643254,7.289666
Home Stay Units,EVERGREEN HOMESTAY,"NO..33,MABLE COORAY MAVATHA,PRIMROSEGARDEN,KANDY",2,A,Kandy,Kandy,GANGAWATA KORALAYA,80.614567,7.281205
Home Stay Units,RIVORICH RESIDENCE,"NO 8/6, RIVERSIDE GARDEN, SIRIMALWATTA,,GUNNEPANA,KANDY",7,B,Kandy,Kundasle,Kundasale Divisional Secretariat,80.669273,7.315507
Home Stay Units,LUMBINI INN,"NO 7,L,PARADISE GARDEN, LEWKE MAWATHA,WAHUGAPITIYA.,,PUSSELLAWA",4,C,Kandy,Udapalatha,Udapalatha Divisional Secretariat,80.638241,7.110983
Home Stay Units,KANDY HILL VIEW HOME STAY,"50/10,,UPLANDS,,KANDY.",1,C,Kandy,Kandy,Kandy Divisional Secretariat,80.633726,7.290572
Home Stay Units,AVAANA BY SPRINGHILLS,"103/2, DOOLWALA,,HALLOLUWA,KANDY",2,C,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.595915,7.311916
Home Stay Units,OCEAN PEBBLES,"24A,,HILL STREET,,DEHIWELA",3,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8665,6.851297
Home Stay Units,LAKESIDE LODGE KANDY,"36/1,SANGARAJA MAWATHE,KANDY",2,C,Kandy,Kandy,Kandy Divisional Secretariat,80.643209,7.28971
Home Stay Units,CHAMALKAS HOMESTAY,"67A,CHURCH STREET,FORT GALLE",4,B,Galle,Galle,Galle Divisional Secretariat,80.216964,6.029135
Home Stay Units,VILLA ARUNALU KANDY,"NO 383/D ILLUKMODARA ESTATE,THENNEKUMBURA,KANDY",4,B,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.633726,7.290572
Rented Apartments,COTTAGE GARDEN BUNGALOWS,"42-48, COLLEGE AVENUE, MOUNT LAVINIA",3,C,Colombo,Colombo,Colombo Divisional Secretariat,79.864464,6.838671
Rented Apartments,CINNAMON PENTHOUSE,"24-3F CRESCAT RESIDANCIES, NO75, GALLE ROAD, COLOMBO 03.",5,B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.84808,6.917928
Rented Apartments,MILAN SQUARE,"7/5, 10, 37TH LANE, COLOMBO 06",3,A,Colombo,Colombo,Colombo Divisional Secretariat,79.862908,6.869139
Rented Apartments,STATION COURT,"3/3, 19, WELLAWATTE ROAD, COLOMBO 6",3,A,Colombo,Colombo,Colombo Divisional Secretariat,79.8582943,6.8746633
Rented Apartments,NIRANA APARTMENT,"21, CHAPEL ROAD, NUGEGODA",2,A,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.886749,6.871861
Rented Apartments,AMALI HOME STAY,"258/C, BOWALAWATTE, KANDY",1,C,Kandy,Kandy,Gagawata,80.617781,7.259649
Rented Apartments,PINE STUDIO,"15/3, ASHLEY HILLS RESIDENCIES, LADY MACCULUM DRIVE, NUWARA ELIYA",1,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.769601,6.976232
Rented Apartments,ANNIWATTE COTTAGE,"4/36, PITAKANDA ROAD, ANNIWATTE, KANDY",2,A,Kandy,Kandy,GANGAWATA KORALAYA,80.61939,7.287361
Rented Apartments,HOME STAY MATARA,"1/9 B, BROWNS HILL, MATARA",3,A,Matara,Matara,Matara Divisional Secretariat,80.561313,5.943112
Rented Apartments,NORTHWOOD RESIDENCE,"NO 414/1, ROMEN PARK, MUDUKATUWA, MARAWILA",3,A,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.831006,7.391675
Rented Apartments,SELFCATE-KANDY,"NO. 29/262A, SHANTHI KUMAR RAMASINGHE MAWATHA, AMPITIYA ROAD, KANDY",6,A,Kandy,Kandy,Gagawata,80.651033,7.28552
Rented Apartments,ERONEE VILLA,"SRI DHARMA VIJAYARAMA MAWATHA, SOORIYAGODA, BENTOTA.",1,C,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.998414,6.416431
Rented Apartments,VILLA MOUNT ROSE,"NO:9/22 E,WEWALWALA ROAD,BATAGANVILA,GALLE.",3,B,Galle,Galle,Galle Divisional Secretariat,80.210731,6.057249
Rented Apartments,THE NUMBER 8 APARTMENTS,"NO:08, BEACH ROAD, MOUNT LAVINIA",4,C,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.865395,6.842628
Rented Apartments,@ IDDAMAL,"10A, IDDAMAL MAWATHA, OFF TEMPLERS ROAD, MT LAVANIA",4,A,Colombo,MC,Ratmalana Divisional Secretariat,79.879081,6.827457
Rented Apartments,SEA LION APARTMENT,"APARTMENT NO.3/4, (THIRD FLOOR), NO.34, EBENEZER PLACE, DEHIWALA.",3,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118
Rented Apartments,SUNLIGHT APARTMENT,"NO.18,ABDUL GAFOOR MAWATHA,COLOMBO 03",4,A,Colombo,Colombo,Colombo Divisional Secretariat,79.850682,6.912815
Rented Apartments,RANMAL HOLIDAYS,"122/5 2/1, LAKE EDGE RESIDENCIES,ATTIDIYA ROAD,BELANTHARA,DEHIWALA",2,C,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8846,6.851271
Rented Apartments,CHAYA HILLS KANDY,"ROSLIN HILL ESTATE,HINDAGALA,PERADENIYA,KANDY",6,A,Kandy,Kandy,Gagawata,80.602142,7.237552
Rented Apartments,STAR CITY VILLA,"475/15, ELVITIGALA MAWATHA, COLOMBO 05",4,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.876824,6.889027
Rented Apartments,COLOMBO SEA VIEW APARTMENT,"48-8/1,HAIG ROAD,BAMBALAPITIYA",3,B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854882,6.900996
Rented Homes,TRAVELLERS REST HOME,"13C, BUWANEKABA ROAD, SINGHEPITIYA, GAMPOLA",3,C,Kandy,Gampola,Kandy Divisional Secretariat,80.5606323,7.1593573
Rented Homes,AIRPORT NEAR REST,"245/31, CHURCH ROAD, RANAWIRU MAWATHA, LIYANAGEMULLA, SEEDUWA",1,C,Gampaha,Seeduwa,Katana Divisional Secretariat,79.8752832,7.1366583
Rented Homes,AVON VILLA,"NO. 61/30, THUDUWEGODA ROAD, AMARASENA MAWATHA, HIKKADUWA",3,C,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100697,6.139111
Rented Homes,SAVENRA GARDEN RESORT,"13A, RATHABALAHENA ESTATE, PADUKKA ROAD, GODAGAMA, MEEGODA.",5,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.0366513,6.8501663
Rented Homes,COZY BEDS,"NO 29/ 2A, CHAPEL ROAD, NUGEGODA.",4,A,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.8924142,6.8720807
Tourist Hotels,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,"234/238, COLOMBO-NEGOMBO ROAD, SEEDUWA",309,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.86942,7.143205
Tourist Hotels,CORAL ROCK BY BANSEI,"NO.340, GALL ROAD, HIKKADUWA",30,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100061,6.134378
Tourist Hotels,LAVENDISH WILD SAFARI HOTEL,"NO 01 ELA, HANDUNGAMUWA, WASGAMUWA, MATALE",24,Null,Matale,Matale,Matale Divisional Secretariat,80.925984,7.618698
Tourist Hotels,SIDDHALEPA AYURVEDA HEALTH RESORT,"SAMANTHARA ROAD, WADDUWA",50,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.935723,6.642573
Tourist Hotels,ROYAL PALMS BEACH HOTEL,"DE ABREW ROAD, WASKADUWA, KALUTARA",123,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.948656,6.610027
Tourist Hotels,SEA LOTUS PARK HOTEL,"NO.33,ALLESGARDEN,TRINCOMALEE.",25,Null,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.218406,8.614524
Tourist Hotels,AVANI KALUTARA RESORT,"40,ST. SEBASTIANS ROAD,KATUKURUNDA, KALUTARA",105,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.960416,6.568479
Tourist Hotels,HOTEL LANKA PARADISE,"1/9, AMARASENA MAWATHA, HIKKADUWA.",21,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102984,6.139194
Tourist Hotels,WELCOMBE HOTEL,"NO. 66, LOWER ROAD, ORRS HILL, TRINCOMALEE",20,Null,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215834,8.570034
Tourist Hotels,THILANKA RESORTS & SPA,"NO.51,GODAWALAYAYA,MORAGOLLA,DAMBULLA.",12,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.6552693,7.8221483
Tourist Hotels,HOTEL LANKA SUPER CORALS,"NO.390,GALLE ROAD,HIKKADUWA.",100,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102295,6.129903
Tourist Hotels,ELEPHANT REACH HOTEL,"YALA JUNCTION,KIRINDA TISSAMAHARAMA.",28,Null,Hambantota,Hambantota,Thissamaharama Divisional Secretariat,81.331186,6.228965
